Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
"106","'380","Italy","987","'02941","Shorn wool, greasy, including fleece-washed shorn wool","5510","Production","1982","1982","tonnes","12703.000000","A"
"79","'276","Germany","15","'0111","Wheat","5419","Yield","2019","2019","hg/ha","73964.000000","E"
"68","'250","France","919","'02951.01","Raw hides and skins of cattle","5510","Production","1972","1972","tonnes","136313.000000","A"
"106","'380","Italy","461","'01356","Locust beans (carobs)","5312","Area harvested","1992","1992","ha","24651.000000","I"
"174","'620","Portugal","982","'02291","Raw milk of sheep","5318","Milk Animals","1968","1968","Head",,"M"
"68","'250","France","220","'01373","Chestnuts, in shell","5312","Area harvested","1997","1997","ha","6717.000000","A"
"79","'276","Germany","372","'01214","Lettuce and chicory","5312","Area harvested","2011","2011","ha","13787.000000","A"
"79","'276","Germany","1717","'F1717","Cereals, Total","5312","Area harvested","1979","1979","ha","7723359.000000","E"
"174","'620","Portugal","534","'01345","Peaches and nectarines","5419","Yield","2017","2017","hg/ha","106730.000000","E"
"203","'724","Spain","882","'02211","Raw milk of cattle","5420","Yield","1985","1985","hg/An","33323.000000","E"
"68","'250","France","497","'01322","Lemons and limes","5419","Yield","1985","1985","hg/ha","82791.000000","E"
"79","'276","Germany","773","'26190.01","Flax, processed but not spun","5510","Production","1967","1967","tonnes","7014.000000","A"
"68","'250","France","260","'01450","Olives","5419","Yield","2005","2005","hg/ha","11920.000000","E"
"106","'380","Italy","1034","'02140","Swine / pigs","5111","Stocks","1991","1991","Head","8837000.000000","A"
"203","'724","Spain","587","'01359.01","Persimmons","5510","Production","1994","1994","tonnes","1222.000000","I"
"203","'724","Spain","461","'01356","Locust beans (carobs)","5419","Yield","1970","1970","hg/ha","18702.000000","E"
"79","'276","Germany","530","'01344.01","Sour cherries","5419","Yield","1992","1992","hg/ha","77132.000000","E"
"79","'276","Germany","773","'26190.01","Flax, processed but not spun","5312","Area harvested","1975","1975","ha","1951.000000","A"
"68","'250","France","417","'01242","Peas, green","5510","Production","1978","1978","tonnes","460800.000000","A"
"79","'276","Germany","826","'01970","Unmanufactured tobacco","5419","Yield","1989","1989","hg/ha","18219.000000","E"
"68","'250","France","459","'01691","Chicory roots","5419","Yield","1990","1990","hg/ha","390000.000000","E"
"79","'276","Germany","205","'01709.01","Vetches","5510","Production","1964","1964","tonnes","10969.000000","T"
"79","'276","Germany","677","'01659","Hop cones","5312","Area harvested","1979","1979","ha","19419.000000","A"
"79","'276","Germany","826","'01970","Unmanufactured tobacco","5312","Area harvested","2020","2020","ha","1500.000000","A"
"203","'724","Spain","459","'01691","Chicory roots","5312","Area harvested","2008","2008","ha","35.000000","E"
"79","'276","Germany","1025","'02954","Raw hides and skins of goats or kids","5320","Producing Animals/Slaughtered","1984","1984","Head","5640.000000","A"
"174","'620","Portugal","541","'01349.20","Other stone fruits","5419","Yield","2015","2015","hg/ha","44769.000000","E"
"203","'724","Spain","554","'01355.02","Cranberries","5510","Production","2007","2007","tonnes",,"M"
"68","'250","France","891","'22230.01","Yoghurt","5510","Production","1966","1966","tonnes","640.000000","I"
"79","'276","Germany","897","'22211","Whole milk powder","5510","Production","2013","2013","tonnes","113800.000000","A"
"174","'620","Portugal","60","'21691.02","Oil of maize","5510","Production","1982","1982","tonnes","3800.000000","A"
"79","'276","Germany","1841","'F1841","Oilcrops, Cake Equivalent","5510","Production","1980","1980","tonnes","416583.000000","E"
"203","'724","Spain","270","'01443","Rape or colza seed","5419","Yield","1980","1980","hg/ha","5667.000000","E"
"68","'250","France","89","'01192","Buckwheat","5419","Yield","1975","1975","hg/ha","12942.000000","E"
"174","'620","Portugal","1062","'0231","Hen eggs in shell, fresh","5410","Yield","1983","1983","100mg/An","119727.000000","I"
"68","'250","France","407","'01254","Leeks and other alliaceous vegetables","5419","Yield","1966","1966","hg/ha","280200.000000","E"
"106","'380","Italy","1017","'21116","Meat of goat, fresh or chilled","5510","Production","1974","1974","tonnes","2600.000000","A"
"203","'724","Spain","1735","'F1735","Vegetables Primary","5419","Yield","1976","1976","hg/ha","176802.000000","E"
"68","'250","France","1069","'21122","Meat of ducks, fresh or chilled","5321","Producing Animals/Slaughtered","2000","2000","1000 Head","72934.000000","A"
"174","'620","Portugal","568","'01229","Cantaloupes and other melons","5312","Area harvested","1993","1993","ha","3000.000000","T"
"203","'724","Spain","116","'01510","Potatoes","5510","Production","1984","1984","tonnes","5980676.000000","A"
"203","'724","Spain","777","'01929.02","True hemp, raw or retted","5510","Production","1968","1968","tonnes","350.000000","A"
"203","'724","Spain","552","'01355.01","Blueberries","5312","Area harvested","1990","1990","ha",,"M"
"174","'620","Portugal","51","'24310.01","Beer of barley, malted","5510","Production","2013","2013","tonnes","732300.000000","T"
"79","'276","Germany","211","'01709.90","Other pulses n.e.c.","5312","Area harvested","1972","1972","ha","9420.000000","T"
"68","'250","France","397","'01232","Cucumbers and gherkins","5419","Yield","1977","1977","hg/ha","303680.000000","E"
"79","'276","Germany","1072","'02153","Geese","5112","Stocks","2016","2016","1000 Head","329.000000","A"
"79","'276","Germany","1816","'F1816","Evaporat&Condensed Milk","5510","Production","1998","1998","tonnes","558996.000000","E"
"203","'724","Spain","75","'0117","Oats","5312","Area harvested","1970","1970","ha","473000.000000","A"
"68","'250","France","536","'01346","Plums and sloes","5312","Area harvested","1991","1991","ha","19015.000000","A"
"106","'380","Italy","1141","'21114","Meat of rabbits and hares, fresh or chilled","5321","Producing Animals/Slaughtered","1968","1968","1000 Head","49320.000000","E"
"106","'380","Italy","867","'21111.01","Meat of cattle with the bone, fresh or chilled","5320","Producing Animals/Slaughtered","2010","2010","Head","3830530.000000","A"
"68","'250","France","270","'01443","Rape or colza seed","5419","Yield","2012","2012","hg/ha","33992.000000","E"
"203","'724","Spain","995","'02953","Raw hides and skins of sheep or lambs","5510","Production","1961","1961","tonnes","25970.000000","A"
"106","'380","Italy","1780","'F1780","Milk, Total","5510","Production","1978","1978","tonnes","10823840.000000","E"
"174","'620","Portugal","1035","'21113.01","Meat of pig with the bone, fresh or chilled","5510","Production","1966","1966","tonnes","81000.000000","A"
"106","'380","Italy","27","'0113","Rice","5312","Area harvested","1993","1993","ha","231740.000000","A"
"174","'620","Portugal","1058","'21121","Meat of chickens, fresh or chilled","5510","Production","2017","2017","tonnes","317918.000000","A"
"68","'250","France","1062","'0231","Hen eggs in shell, fresh","5410","Yield","1986","1986","100mg/An","126646.000000","E"
"203","'724","Spain","205","'01709.01","Vetches","5510","Production","1978","1978","tonnes","40800.000000","A"
"106","'380","Italy","122","'01530","Sweet potatoes","5312","Area harvested","2002","2002","ha","1374.000000","A"
"106","'380","Italy","393","'01213","Cauliflowers and broccoli","5419","Yield","2011","2011","hg/ha","238696.000000","E"
"68","'250","France","399","'01233","Eggplants (aubergines)","5312","Area harvested","1977","1977","ha","1040.000000","A"
"106","'380","Italy","417","'01242","Peas, green","5510","Production","1968","1968","tonnes","241500.000000","A"
"174","'620","Portugal","1017","'21116","Meat of goat, fresh or chilled","5510","Production","1985","1985","tonnes","3306.000000","A"
"174","'620","Portugal","1018","'21156","Edible offal of goat, fresh, chilled or frozen","5510","Production","2006","2006","tonnes","188.000000","I"
"68","'250","France","296","'01448","Poppy seed","5510","Production","1964","1964","tonnes","351.000000","A"
"68","'250","France","181","'01702","Broad beans and horse beans, dry","5312","Area harvested","1975","1975","ha","22616.000000","A"
"68","'250","France","333","'01441","Linseed","5312","Area harvested","1970","1970","ha","39703.000000","A"
"79","'276","Germany","393","'01213","Cauliflowers and broccoli","5419","Yield","2020","2020","hg/ha","211517.000000","E"
"68","'250","France","976","'02122","Sheep","5111","Stocks","1990","1990","Head","11208800.000000","A"
"106","'380","Italy","1720","'F1720","Roots and Tubers, Total","5419","Yield","2017","2017","hg/ha","276850.000000","E"
"203","'724","Spain","358","'01212","Cabbages","5419","Yield","2009","2009","hg/ha","338983.000000","E"
"68","'250","France","1080","'21124","Meat of turkeys, fresh or chilled","5424","Yield/Carcass Weight","2018","2018","0.1g/An","80244.000000","E"
"174","'620","Portugal","51","'24310.01","Beer of barley, malted","5510","Production","2000","2000","tonnes","709002.000000","A"
"68","'250","France","886","'22241.01","Butter of cow milk","5510","Production","1977","1977","tonnes","558000.000000","A"
"68","'250","France","1062","'0231","Hen eggs in shell, fresh","5510","Production","1998","1998","tonnes","982395.000000","E"
"68","'250","France","165","'23540","Molasses","5510","Production","1967","1967","tonnes","357000.000000","I"
"203","'724","Spain","882","'02211","Raw milk of cattle","5420","Yield","2004","2004","hg/An","60403.000000","E"
"68","'250","France","75","'0117","Oats","5510","Production","2003","2003","tonnes","553522.000000","A"
"106","'380","Italy","530","'01344.01","Sour cherries","5419","Yield","2004","2004","hg/ha","37576.000000","E"
"79","'276","Germany","866","'02111","Cattle","5111","Stocks","1981","1981","Head","20791952.000000","A"
"68","'250","France","552","'01355.01","Blueberries","5312","Area harvested","1999","1999","ha","2300.000000","E"
"106","'380","Italy","521","'01342.01","Pears","5419","Yield","1981","1981","hg/ha","250000.000000","T"
"174","'620","Portugal","552","'01355.01","Blueberries","5510","Production","2009","2009","tonnes","451.000000","A"
"79","'276","Germany","1783","'F1783","Eggs Primary","5410","Yield","2006","2006","100mg/An","187898.000000","E"
"106","'380","Italy","1016","'02123","Goats","5111","Stocks","2015","2015","Head","961676.000000","A"
"106","'380","Italy","1181","'02196","Bees","5114","Stocks","1978","1978","No","800000.000000","E"
"203","'724","Spain","373","'01215","Spinach","5419","Yield","1979","1979","hg/ha","165743.000000","E"
"68","'250","France","15","'0111","Wheat","5312","Area harvested","2011","2011","ha","5407328.000000","A"
"106","'380","Italy","265","'01447","Castor oil seeds","5510","Production","2012","2012","tonnes",,"M"
"106","'380","Italy","1807","'F1807","Sheep and Goat Meat","5417","Yield/Carcass Weight","2013","2013","hg/An","112.000000","E"
"106","'380","Italy","587","'01359.01","Persimmons","5312","Area harvested","1996","1996","ha","2900.000000","E"
"68","'250","France","898","'22212","Skim milk and whey powder","5510","Production","1962","1962","tonnes","142000.000000","A"
"174","'620","Portugal","507","'01321","Pomelos and grapefruits","5312","Area harvested","1999","1999","ha","37.000000","A"
"174","'620","Portugal","558","'01355.90","Other berries and fruits of the genus vaccinium n.e.c.","5510","Production","2004","2004","tonnes","120.000000","I"
"79","'276","Germany","205","'01709.01","Vetches","5419","Yield","1975","1975","hg/ha","9549.000000","T"
"68","'250","France","449","'01270","Mushrooms and truffles","5510","Production","2003","2003","tonnes","169770.000000","A"
"203","'724","Spain","677","'01659","Hop cones","5510","Production","2006","2006","tonnes","1135.000000","A"
"106","'380","Italy","507","'01321","Pomelos and grapefruits","5419","Yield","1975","1975","hg/ha","163918.000000","T"
"68","'250","France","83","'0114","Sorghum","5510","Production","1995","1995","tonnes","252531.000000","A"
"174","'620","Portugal","15","'0111","Wheat","5312","Area harvested","1999","1999","ha","220281.000000","A"
"79","'276","Germany","773","'26190.01","Flax, processed but not spun","5312","Area harvested","1967","1967","ha","15063.000000","A"
"203","'724","Spain","1738","'F1738","Fruit Primary","5312","Area harvested","1972","1972","ha","2170810.000000","E"
"174","'620","Portugal","490","'01323","Oranges","5312","Area harvested","1968","1968","ha","13780.000000","A"
"106","'380","Italy","1017","'21116","Meat of goat, fresh or chilled","5320","Producing Animals/Slaughtered","1980","1980","Head","688585.000000","A"
"79","'276","Germany","1182","'02910","Natural honey","5510","Production","2000","2000","tonnes","20409.000000","A"
"79","'276","Germany","270","'01443","Rape or colza seed","5312","Area harvested","1983","1983","ha","354016.000000","A"
"106","'380","Italy","1723","'F1723","Sugar Crops Primary","5312","Area harvested","1986","1986","ha","312117.000000","E"
"174","'620","Portugal","1717","'F1717","Cereals, Total","5419","Yield","1980","1980","hg/ha","12748.000000","E"
"68","'250","France","449","'01270","Mushrooms and truffles","5510","Production","1965","1965","tonnes","49794.000000","A"
"203","'724","Spain","280","'01446","Safflower seed","5419","Yield","1964","1964","hg/ha","4444.000000","E"
"68","'250","France","401","'01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","5312","Area harvested","2002","2002","ha","758.000000","A"
"174","'620","Portugal","1018","'21156","Edible offal of goat, fresh, chilled or frozen","5320","Producing Animals/Slaughtered","2017","2017","Head","101083.000000","A"
"68","'250","France","978","'21155","Edible offal of sheep, fresh, chilled or frozen","5510","Production","2002","2002","tonnes","12325.000000","I"
"106","'380","Italy","205","'01709.01","Vetches","5510","Production","1967","1967","tonnes","21050.000000","A"
"106","'380","Italy","71","'0116","Rye","5510","Production","2000","2000","tonnes","10291.000000","A"
"203","'724","Spain","1806","'F1806","Beef and Buffalo Meat","5510","Production","1969","1969","tonnes","255786.000000","E"
"106","'380","Italy","1080","'21124","Meat of turkeys, fresh or chilled","5510","Production","1973","1973","tonnes","155000.000000","A"
"174","'620","Portugal","1804","'F1804","Citrus Fruit, Total","5312","Area harvested","1990","1990","ha","26730.000000","E"
"174","'620","Portugal","1720","'F1720","Roots and Tubers, Total","5510","Production","1964","1964","tonnes","1205100.000000","E"
"79","'276","Germany","531","'01344.02","Cherries","5419","Yield","2003","2003","hg/ha","62218.000000","E"
"79","'276","Germany","979","'21514","Sheep fat, unrendered","5320","Producing Animals/Slaughtered","1994","1994","Head","2099090.000000","A"
"106","'380","Italy","1807","'F1807","Sheep and Goat Meat","5510","Production","1979","1979","tonnes","68028.000000","E"
"68","'250","France","777","'01929.02","True hemp, raw or retted","5510","Production","1963","1963","tonnes","1732.000000","A"
"68","'250","France","403","'01253.02","Onions and shallots, dry (excluding dehydrated)","5510","Production","1975","1975","tonnes","131747.000000","A"
"79","'276","Germany","2029","'F2029","Poultry Birds","5112","Stocks","2012","2012","1000 Head","136308.000000","E"
"174","'620","Portugal","1806","'F1806","Beef and Buffalo Meat","5510","Production","2017","2017","tonnes","91187.000000","E"
"79","'276","Germany","1735","'F1735","Vegetables Primary","5510","Production","1981","1981","tonnes","3297572.000000","E"
"203","'724","Spain","1807","'F1807","Sheep and Goat Meat","5320","Producing Animals/Slaughtered","2009","2009","Head","12565067.000000","E"
"68","'250","France","495","'01324","Tangerines, mandarins, clementines","5510","Production","2003","2003","tonnes","20953.000000","A"
"203","'724","Spain","1729","'F1729","Treenuts, Total","5312","Area harvested","1972","1972","ha","360617.000000","E"
"68","'250","France","373","'01215","Spinach","5312","Area harvested","1964","1964","ha","4777.000000","A"
"203","'724","Spain","221","'01371","Almonds, in shell","5510","Production","2000","2000","tonnes","225217.000000","A"
"106","'380","Italy","403","'01253.02","Onions and shallots, dry (excluding dehydrated)","5510","Production","2010","2010","tonnes","380855.000000","A"
"203","'724","Spain","149","'01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","5510","Production","1965","1965","tonnes","1800.000000","A"
"68","'250","France","261","'2167","Olive oil","5510","Production","2005","2005","tonnes","4900.000000","T"
"106","'380","Italy","592","'01352","Kiwi fruit","5312","Area harvested","1991","1991","ha","17603.000000","A"
"203","'724","Spain","397","'01232","Cucumbers and gherkins","5312","Area harvested","1972","1972","ha","3885.000000","A"
"203","'724","Spain","569","'01315","Figs","5312","Area harvested","1981","1981","ha","22400.000000","A"
"203","'724","Spain","1058","'21121","Meat of chickens, fresh or chilled","5321","Producing Animals/Slaughtered","1994","1994","1000 Head","554295.000000","T"
"68","'250","France","1807","'F1807","Sheep and Goat Meat","5320","Producing Animals/Slaughtered","2005","2005","Head","8749313.000000","E"
"79","'276","Germany","526","'01343","Apricots","5312","Area harvested","1985","1985","ha","850.000000","E"
"203","'724","Spain","777","'01929.02","True hemp, raw or retted","5312","Area harvested","2009","2009","ha","10.000000","E"
"106","'380","Italy","497","'01322","Lemons and limes","5510","Production","1967","1967","tonnes","676792.000000","A"
"79","'276","Germany","333","'01441","Linseed","5312","Area harvested","2009","2009","ha","4100.000000","A"
"106","'380","Italy","1080","'21124","Meat of turkeys, fresh or chilled","5321","Producing Animals/Slaughtered","2019","2019","1000 Head","28536.000000","A"
"106","'380","Italy","181","'01702","Broad beans and horse beans, dry","5419","Yield","1999","1999","hg/ha","13681.000000","E"
"68","'250","France","333","'01441","Linseed","5510","Production","1989","1989","tonnes","31413.000000","A"
"174","'620","Portugal","156","'01802","Sugar cane","5312","Area harvested","1982","1982","ha","600.000000","A"
"106","'380","Italy","261","'2167","Olive oil","5510","Production","1961","1961","tonnes","394100.000000","A"
"203","'724","Spain","51","'24310.01","Beer of barley, malted","5510","Production","1974","1974","tonnes","1523000.000000","A"
"79","'276","Germany","187","'01705","Peas, dry","5312","Area harvested","2015","2015","ha","79100.000000","A"
"68","'250","France","1036","'21153","Edible offal of pigs, fresh, chilled or frozen","5320","Producing Animals/Slaughtered","2017","2017","Head","23453731.000000","A"
"174","'620","Portugal","417","'01242","Peas, green","5419","Yield","1985","1985","hg/ha","40000.000000","E"
"106","'380","Italy","711","'01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","5510","Production","1999","1999","tonnes",,"M"
"68","'250","France","402","'01253.01","Onions and shallots, green","5419","Yield","2012","2012","hg/ha","234508.000000","E"
"174","'620","Portugal","210","'01709.02","Lupins","5510","Production","2000","2000","tonnes","14.000000","I"
"68","'250","France","897","'22211","Whole milk powder","5510","Production","1972","1972","tonnes","102700.000000","A"
"203","'724","Spain","1720","'F1720","Roots and Tubers, Total","5419","Yield","1992","1992","hg/ha","201022.000000","E"
"203","'724","Spain","156","'01802","Sugar cane","5510","Production","1995","1995","tonnes","100863.000000","A"
"68","'250","France","423","'01241.01","String beans","5510","Production","1970","1970","tonnes","213070.000000","A"
"203","'724","Spain","1780","'F1780","Milk, Total","5318","Milk Animals","2004","2004","Head","4744100.000000","E"
"79","'276","Germany","677","'01659","Hop cones","5312","Area harvested","1961","1961","ha","9903.000000","A"
"174","'620","Portugal","773","'26190.01","Flax, processed but not spun","5312","Area harvested","1995","1995","ha",,"M"
"106","'380","Italy","1816","'F1816","Evaporat&Condensed Milk","5510","Production","1961","1961","tonnes","11067.000000","E"
"68","'250","France","1183","'02960.01","Beeswax","5510","Production","1991","1991","tonnes","338.000000","A"
"203","'724","Spain","417","'01242","Peas, green","5419","Yield","1982","1982","hg/ha","47596.000000","E"
"68","'250","France","71","'0116","Rye","5419","Yield","1999","1999","hg/ha","45601.000000","E"
"203","'724","Spain","116","'01510","Potatoes","5419","Yield","1983","1983","hg/ha","151850.000000","E"
"203","'724","Spain","558","'01355.90","Other berries and fruits of the genus vaccinium n.e.c.","5419","Yield","2011","2011","hg/ha","69231.000000","E"
"68","'250","France","526","'01343","Apricots","5510","Production","1989","1989","tonnes","122500.000000","A"
"203","'724","Spain","242","'0142","Groundnuts, excluding shelled","5419","Yield","1976","1976","hg/ha","27273.000000","E"
"106","'380","Italy","587","'01359.01","Persimmons","5510","Production","2019","2019","tonnes",,"A"
"79","'276","Germany","1057","'02151","Chickens","5112","Stocks","1968","1968","1000 Head","126532.000000","A"
"79","'276","Germany","1242","'21700.02","Margarine and shortening","5510","Production","1991","1991","tonnes","680287.000000","A"
"203","'724","Spain","60","'21691.02","Oil of maize","5510","Production","1968","1968","tonnes","5500.000000","E"
"203","'724","Spain","1035","'21113.01","Meat of pig with the bone, fresh or chilled","5417","Yield/Carcass Weight","1982","1982","hg/An","738.000000","E"
"68","'250","France","1183","'02960.01","Beeswax","5314","Prod Popultn","1982","1982","No","1200000.000000","E"
"106","'380","Italy","51","'24310.01","Beer of barley, malted","5510","Production","2001","2001","tonnes","1137300.000000","A"
"79","'276","Germany","257","'2165","Palm oil","5510","Production","1981","1981","tonnes",,"M"
"68","'250","France","497","'01322","Lemons and limes","5419","Yield","1976","1976","hg/ha","108269.000000","E"
"203","'724","Spain","490","'01323","Oranges","5510","Production","1987","1987","tonnes","2453800.000000","A"
"174","'620","Portugal","157","'01801","Sugar beet","5312","Area harvested","2018","2018","ha","0.000000","A"
"68","'250","France","397","'01232","Cucumbers and gherkins","5419","Yield","1982","1982","hg/ha","400000.000000","E"
"174","'620","Portugal","1735","'F1735","Vegetables Primary","5419","Yield","2011","2011","hg/ha","427728.000000","E"
"106","'380","Italy","205","'01709.01","Vetches","5419","Yield","2010","2010","hg/ha","11316.000000","E"
"203","'724","Spain","271","'21641.01","Rapeseed or canola oil, crude","5510","Production","1997","1997","tonnes","34900.000000","A"
"174","'620","Portugal","995","'02953","Raw hides and skins of sheep or lambs","5420","Yield","2006","2006","hg/An","42.000000","E"
"174","'620","Portugal","1057","'02151","Chickens","5112","Stocks","2008","2008","1000 Head","10109.000000","I"
"68","'250","France","162","'2351f","Raw cane or beet sugar (centrifugal only)","5510","Production","1962","1962","tonnes","1628000.000000","A"
"79","'276","Germany","1057","'02151","Chickens","5112","Stocks","1981","1981","1000 Head","135871.000000","A"
"79","'276","Germany","97","'01191","Triticale","5312","Area harvested","2020","2020","ha","341300.000000","A"
"203","'724","Spain","1717","'F1717","Cereals, Total","5510","Production","1983","1983","tonnes","13758534.000000","E"
"203","'724","Spain","1097","'21118.01","Horse meat, fresh or chilled","5320","Producing Animals/Slaughtered","2000","2000","Head","33614.000000","A"
"79","'276","Germany","560","'01330","Grapes","5510","Production","1986","1986","tonnes","1460000.000000","T"
"203","'724","Spain","486","'01312","Bananas","5312","Area harvested","2000","2000","ha","8882.000000","A"
"203","'724","Spain","1183","'02960.01","Beeswax","5510","Production","1966","1966","tonnes","459.000000","A"
"203","'724","Spain","977","'21115","Meat of sheep, fresh or chilled","5510","Production","1997","1997","tonnes","229151.000000","A"
"68","'250","France","1097","'21118.01","Horse meat, fresh or chilled","5417","Yield/Carcass Weight","2013","2013","hg/An","2762.000000","E"
"203","'724","Spain","116","'01510","Potatoes","5419","Yield","1974","1974","hg/ha","139843.000000","E"
"203","'724","Spain","211","'01709.90","Other pulses n.e.c.","5312","Area harvested","1966","1966","ha","262200.000000","A"
"174","'620","Portugal","547","'01353.01","Raspberries","5312","Area harvested","1999","1999","ha",,"A"
"68","'250","France","497","'01322","Lemons and limes","5510","Production","2007","2007","tonnes","4533.000000","A"
"203","'724","Spain","242","'0142","Groundnuts, excluding shelled","5510","Production","1964","1964","tonnes","6800.000000","A"
"174","'620","Portugal","30","'F0030","Rice, paddy (rice milled equivalent)","5510","Production","2008","2008","tonnes","100504.000000","E"
"203","'724","Spain","83","'0114","Sorghum","5419","Yield","2004","2004","hg/ha","34355.000000","E"
"68","'250","France","497","'01322","Lemons and limes","5510","Production","1996","1996","tonnes","1600.000000","E"
"203","'724","Spain","826","'01970","Unmanufactured tobacco","5510","Production","2009","2009","tonnes","34827.000000","A"
"203","'724","Spain","1723","'F1723","Sugar Crops Primary","5419","Yield","1986","1986","hg/ha","399239.000000","E"
"106","'380","Italy","619","'01359.90","Other fruits, n.e.c.","5419","Yield","1986","1986","hg/ha","34092.000000","E"
"79","'276","Germany","1035","'21113.01","Meat of pig with the bone, fresh or chilled","5510","Production","1964","1964","tonnes","2931500.000000","A"
"174","'620","Portugal","1804","'F1804","Citrus Fruit, Total","5312","Area harvested","1961","1961","ha","18500.000000","E"
"106","'380","Italy","558","'01355.90","Other berries and fruits of the genus vaccinium n.e.c.","5419","Yield","2010","2010","hg/ha","87239.000000","E"
"68","'250","France","982","'02291","Raw milk of sheep","5420","Yield","1961","1961","hg/An","1095.000000","E"
"68","'250","France","1043","'21521","Pig fat, rendered","5510","Production","1974","1974","tonnes","82300.000000","T"
"68","'250","France","677","'01659","Hop cones","5510","Production","1999","1999","tonnes","1328.000000","A"
"79","'276","Germany","1141","'21114","Meat of rabbits and hares, fresh or chilled","5424","Yield/Carcass Weight","1990","1990","0.1g/An","16145.000000","I"
"79","'276","Germany","176","'01701","Beans, dry","5312","Area harvested","1967","1967","ha","3355.000000","T"
"106","'380","Italy","176","'01701","Beans, dry","5419","Yield","1982","1982","hg/ha","16242.000000","E"
"203","'724","Spain","549","'01351.02","Gooseberries","5510","Production","1996","1996","tonnes","0.000000","A"
"203","'724","Spain","723","'01699","Other stimulant, spice and aromatic crops, n.e.c.","5510","Production","2012","2012","tonnes","4000.000000","E"
"68","'250","France","868","'21151","Edible offal of cattle, fresh, chilled or frozen","5320","Producing Animals/Slaughtered","1999","1999","Head","5722000.000000","A"
"106","'380","Italy","236","'0141","Soya beans","5510","Production","1975","1975","tonnes","490.000000","A"
"203","'724","Spain","83","'0114","Sorghum","5510","Production","1969","1969","tonnes","142030.000000","A"
"79","'276","Germany","1069","'21122","Meat of ducks, fresh or chilled","5321","Producing Animals/Slaughtered","1990","1990","1000 Head","12780.000000","E"
"203","'724","Spain","826","'01970","Unmanufactured tobacco","5312","Area harvested","1984","1984","ha","22152.000000","A"
"68","'250","France","507","'01321","Pomelos and grapefruits","5510","Production","1991","1991","tonnes","1108.000000","A"
"68","'250","France","1020","'02292","Raw milk of goats","5318","Milk Animals","1984","1984","Head","828000.000000","A"
"106","'380","Italy","900","'22130.02","Whey, dry","5510","Production","1996","1996","tonnes","4000.000000","E"
"174","'620","Portugal","512","'01329","Other citrus fruit, n.e.c.","5510","Production","2012","2012","tonnes","0.000000","A"
"203","'724","Spain","280","'01446","Safflower seed","5510","Production","1983","1983","tonnes","12800.000000","A"
"174","'620","Portugal","919","'02951.01","Raw hides and skins of cattle","5320","Producing Animals/Slaughtered","2007","2007","Head","374760.000000","A"
"68","'250","France","497","'01322","Lemons and limes","5312","Area harvested","1987","1987","ha","47.000000","A"
"68","'250","France","75","'0117","Oats","5419","Yield","1987","1987","hg/ha","40505.000000","E"
"79","'276","Germany","420","'01243","Broad beans and horse beans, green","5312","Area harvested","2020","2020","ha","630.000000","A"
"106","'380","Italy","221","'01371","Almonds, in shell","5419","Yield","1985","1985","hg/ha","8396.000000","E"
"203","'724","Spain","567","'01221","Watermelons","5510","Production","1968","1968","tonnes","209695.000000","A"
"174","'620","Portugal","181","'01702","Broad beans and horse beans, dry","5510","Production","2012","2012","tonnes","5893.000000","A"
"174","'620","Portugal","1016","'02123","Goats","5111","Stocks","2011","2011","Head","413000.000000","A"
"79","'276","Germany","777","'01929.02","True hemp, raw or retted","5510","Production","1985","1985","tonnes",,"M"
"174","'620","Portugal","1017","'21116","Meat of goat, fresh or chilled","5510","Production","2004","2004","tonnes","1575.000000","A"
"106","'380","Italy","296","'01448","Poppy seed","5312","Area harvested","1997","1997","ha",,"M"
"174","'620","Portugal","1780","'F1780","Milk, Total","5318","Milk Animals","2016","2016","Head","632939.000000","E"
"106","'380","Italy","83","'0114","Sorghum","5510","Production","1974","1974","tonnes","12100.000000","A"
"174","'620","Portugal","507","'01321","Pomelos and grapefruits","5419","Yield","2002","2002","hg/ha","74722.000000","E"
"203","'724","Spain","406","'01252","Green garlic","5419","Yield","1964","1964","hg/ha","68800.000000","E"
"79","'276","Germany","1035","'21113.01","Meat of pig with the bone, fresh or chilled","5320","Producing Animals/Slaughtered","2006","2006","Head","50115940.000000","A"
"203","'724","Spain","393","'01213","Cauliflowers and broccoli","5312","Area harvested","2016","2016","ha","34536.000000","A"
"79","'276","Germany","826","'01970","Unmanufactured tobacco","5312","Area harvested","2002","2002","ha","4727.000000","A"
"174","'620","Portugal","568","'01229","Cantaloupes and other melons","5312","Area harvested","1971","1971","ha","4100.000000","A"
"174","'620","Portugal","1780","'F1780","Milk, Total","5510","Production","2005","2005","tonnes","2195210.000000","E"
"203","'724","Spain","572","'01311","Avocados","5419","Yield","1969","1969","hg/ha","106984.000000","E"
"106","'380","Italy","1107","'02132","Asses","5111","Stocks","1979","1979","Head","144550.000000","A"
"174","'620","Portugal","1062","'0231","Hen eggs in shell, fresh","5513","Production","2019","2019","1000 No","2116877.000000","A"
"106","'380","Italy","773","'26190.01","Flax, processed but not spun","5312","Area harvested","1965","1965","ha","4647.000000","A"
